IDEMPIERE-3487,Improvement,Closed,Won't Fix,13/09/17,11/07/18
IDEMPIERE-3486,Improvement,Closed,Fixed,13/09/17,08/11/17
IDEMPIERE-3484,Improvement,Closed,Fixed,13/09/17,13/09/17
IDEMPIERE-3482,Improvement,Closed,Incomplete,12/09/17,11/07/18
IDEMPIERE-3477,Improvement,Closed,Fixed,07/09/17,08/09/17
IDEMPIERE-3471,Improvement,Closed,Fixed,06/09/17,08/09/17
IDEMPIERE-3469,Improvement,Closed,Fixed,02/09/17,08/09/17
IDEMPIERE-3465,Improvement,Closed,Fixed,30/08/17,30/08/17
IDEMPIERE-3461,Improvement,Closed,Fixed,28/08/17,18/09/17
IDEMPIERE-3460,Improvement,Closed,Fixed,28/08/17,29/08/17
IDEMPIERE-3454,Improvement,Closed,Fixed,13/08/17,26/08/17
IDEMPIERE-3446,Improvement,Closed,Fixed,07/08/17,10/08/17
IDEMPIERE-3440,Improvement,Closed,Fixed,31/07/17,26/08/17
IDEMPIERE-3439,Improvement,Closed,Fixed,28/07/17,28/07/17
IDEMPIERE-3438,Improvement,Closed,Fixed,27/07/17,28/07/17
IDEMPIERE-3433,Improvement,Closed,Fixed,21/07/17,21/07/17
IDEMPIERE-3431,Improvement,Closed,Fixed,20/07/17,12/09/17
IDEMPIERE-3426,New Feature,Closed,Fixed,10/07/17,21/07/17
IDEMPIERE-3422,Improvement,Closed,Fixed,04/07/17,04/07/17
IDEMPIERE-3416,Improvement,Closed,Fixed,30/06/17,30/06/17
IDEMPIERE-3409,Improvement,Closed,Fixed,24/06/17,24/06/17
IDEMPIERE-3407,Improvement,Closed,Duplicate,23/06/17,15/09/17
IDEMPIERE-3405,Improvement,Closed,Fixed,22/06/17,26/06/17
IDEMPIERE-3404,Improvement,Closed,Duplicate,21/06/17,02/09/17
IDEMPIERE-3403,Improvement,Closed,Fixed,21/06/17,21/06/17
IDEMPIERE-3396,Improvement,Closed,Fixed,14/06/17,27/08/17
IDEMPIERE-3394,Improvement,Closed,Fixed,13/06/17,13/06/17
IDEMPIERE-3388,Improvement,Closed,Fixed,05/06/17,08/06/17
IDEMPIERE-3378,Improvement,Closed,Fixed,28/05/17,25/08/17
IDEMPIERE-3377,Improvement,Closed,Fixed,27/05/17,27/08/17
IDEMPIERE-3375,Improvement,Closed,Fixed,25/05/17,25/08/17
IDEMPIERE-3373,Improvement,Closed,Won't Fix,24/05/17,24/05/17
IDEMPIERE-3368,Improvement,Closed,Fixed,21/05/17,27/05/17
IDEMPIERE-3363,Improvement,Closed,Fixed,18/05/17,19/05/17
IDEMPIERE-3360,Improvement,Closed,Fixed,04/05/17,04/07/17
IDEMPIERE-3356,Improvement,Closed,Won't Fix,28/04/17,29/04/17
IDEMPIERE-3355,Improvement,Closed,Fixed,27/04/17,15/06/17
IDEMPIERE-3354,Improvement,Closed,Fixed,25/04/17,21/10/17
IDEMPIERE-3353,Improvement,Closed,Fixed,25/04/17,05/11/17
IDEMPIERE-3352,Improvement,Closed,Fixed,24/04/17,04/07/17
IDEMPIERE-3338,New Feature,Closed,Fixed,11/04/17,12/04/17
IDEMPIERE-3328,Improvement,Closed,Fixed,31/03/17,03/05/17
IDEMPIERE-3321,New Feature,Closed,Fixed,29/03/17,22/01/18
IDEMPIERE-3312,Improvement,Closed,Fixed,09/03/17,25/03/17
IDEMPIERE-3304,Improvement,Closed,Fixed,22/02/17,22/04/17
IDEMPIERE-3303,Improvement,Closed,Fixed,22/02/17,22/02/17
IDEMPIERE-3302,Improvement,Closed,Fixed,17/02/17,21/02/17
IDEMPIERE-3301,Improvement,Closed,Fixed,16/02/17,08/03/17
IDEMPIERE-3292,Improvement,Closed,Fixed,02/02/17,08/04/17
IDEMPIERE-3291,Improvement,Closed,Fixed,01/02/17,14/02/17
IDEMPIERE-3290,Improvement,Closed,Fixed,31/01/17,08/04/17
IDEMPIERE-3289,Improvement,Closed,Fixed,31/01/17,14/02/17
IDEMPIERE-3286,Improvement,Closed,Fixed,20/01/17,21/10/17
IDEMPIERE-3284,Improvement,Closed,Fixed,16/01/17,16/01/17
IDEMPIERE-3279,Improvement,Closed,Fixed,13/01/17,13/01/17
IDEMPIERE-3270,New Feature,Closed,Fixed,15/12/16,15/12/16
IDEMPIERE-3269,New Feature,Closed,Fixed,15/12/16,15/12/16
IDEMPIERE-3263,Improvement,Closed,Fixed,14/12/16,15/12/16
IDEMPIERE-3259,Improvement,Closed,Fixed,13/12/16,13/12/16
IDEMPIERE-3254,Improvement,Closed,Won't Fix,11/12/16,11/12/16
IDEMPIERE-3221,Improvement,Closed,Fixed,15/10/16,15/10/16
